H1,H2,D1,D2,D3,D4,D5,D6,E1,E2,E3,,,,,,,
159,473,0.29542,0.21574,0.15858,0.13327,0.09811,0.08057,3563,398,89,,,,,,,
216,203,0.19651,0.15456,0.11292,0.08724,0.06074,0.04388,6581,155,167,,,,,,,
120,515,0.26716,0.18016,0.10611,0.08111,0.04552,0.03896,7415,224,180,,,,,,,
193,246,0.24186,0.15473,0.10253,0.08057,0.05098,0.03917,2240,461,175,,,,,,,
85,579,0.51545,0.35565,0.22789,0.18584,0.12204,0.10559,8195,173,68,,,,,,,
42,370,0.41462,0.21733,0.14295,0.11586,0.07344,0.06274,5992,463,119,,,,,,,
173,283,0.20183,0.15714,0.11512,0.09192,0.06649,0.05009,7416,459,145,,,,,,,
156,440,0.201,0.14899,0.10271,0.08145,0.05715,0.04254,7433,354,163,,,,,,,
85,530,0.62341,0.43169,0.28114,0.20009,0.15307,0.13174,6512,156,55,,,,,,,
233,585,0.15265,0.11586,0.08702,0.07132,0.05361,0.042,5720,385,169,,,,,,,
78,401,0.36631,0.2099,0.14013,0.11487,0.07565,0.06446,2936,462,117,,,,,,,
94,407,0.30559,0.176,0.10216,0.0824,0.0481,0.03746,4715,344,171,,,,,,,
50,158,0.79475,0.31861,0.15481,0.08491,0.08474,0.06315,2432,171,120,,,,,,,
84,387,0.62255,0.49804,0.39321,0.34015,0.26687,0.22877,8514,374,33,,,,,,,
244,264,0.28537,0.22605,0.17246,0.13798,0.09849,0.07662,3761,153,98,,,,,,,
40,338,0.46642,0.19195,0.11032,0.08914,0.04784,0.04348,3273,341,166,,,,,,,
198,185,0.36641,0.26497,0.1873,0.14693,0.09781,0.07932,2224,334,95,,,,,,,
67,240,0.39235,0.22289,0.13096,0.10326,0.05862,0.05082,5617,416,141,,,,,,,
189,326,0.23202,0.1789,0.13383,0.10919,0.08128,0.06275,4970,442,117,,,,,,,
70,256,0.43511,0.24906,0.14355,0.11357,0.06383,0.05573,5683,322,128,,,,,,,
166,453,0.25081,0.20577,0.16136,0.1362,0.10697,0.08642,8245,398,84,,,,,,,
229,373,0.39452,0.34967,0.30511,0.27232,0.23285,0.20042,5345,377,36,,,,,,,
212,422,0.17538,0.14386,0.11326,0.09413,0.07278,0.05774,8478,379,128,,,,,,,
111,253,0.27381,0.16986,0.10128,0.07922,0.04579,0.0349,4590,418,183,,,,,,,
243,409,0.34983,0.30491,0.25719,0.2225,0.18204,0.1504,5539,157,50,,,,,,,
146,559,0.23613,0.17323,0.11578,0.09092,0.05889,0.04585,7288,259,147,,,,,,,
140,430,0.24375,0.17195,0.1195,0.09791,0.07096,0.05435,4949,451,130,,,,,,,
133,292,0.37512,0.24531,0.15356,0.12032,0.07305,0.06162,2909,270,118,,,,,,,
122,204,0.45956,0.28405,0.15615,0.09239,0.06241,0.05511,2900,156,126,,,,,,,
55,464,0.59711,0.26816,0.16517,0.13588,0.08142,0.07199,1742,256,103,,,,,,,
198,572,0.2785,0.23397,0.19554,0.17109,0.1439,0.12345,5743,435,55,,,,,,,
71,575,0.29202,0.15363,0.09601,0.08104,0.05238,0.04243,5192,448,159,,,,,,,
247,308,0.17462,0.13054,0.09558,0.07547,0.05379,0.03995,4603,277,182,,,,,,,
145,389,0.3852,0.30891,0.24308,0.20812,0.16159,0.13432,4835,432,55,,,,,,,
45,271,0.99616,0.69746,0.51332,0.37518,0.29026,0.23739,1111,454,34,,,,,,,
250,439,0.26737,0.20399,0.15662,0.12953,0.09865,0.07769,3018,253,94,,,,,,,
50,464,0.53755,0.28392,0.18981,0.15789,0.10463,0.0904,4095,317,83,,,,,,,
137,176,0.64519,0.48615,0.33737,0.2348,0.1708,0.13783,2819,245,54,,,,,,,
240,242,0.14266,0.116,0.09119,0.07465,0.05668,0.044,8528,451,173,,,,,,,
47,177,0.57975,0.28064,0.15136,0.08896,0.06141,0.05618,4020,331,125,,,,,,,
152,441,0.3571,0.20721,0.10875,0.08279,0.03996,0.03627,2109,167,189,,,,,,,
204,521,0.22047,0.16629,0.11632,0.08931,0.05776,0.04345,5131,181,161,,,,,,,
41,267,0.62703,0.39748,0.27197,0.19023,0.14161,0.1173,7517,450,64,,,,,,,
250,275,0.25978,0.22873,0.19659,0.17321,0.14433,0.12092,7473,401,63,,,,,,,
149,465,0.24604,0.19394,0.14556,0.12111,0.09238,0.07323,8083,401,98,,,,,,,
195,409,0.23825,0.15874,0.11239,0.09241,0.06742,0.05184,2411,470,138,,,,,,,
165,244,0.36118,0.27818,0.19434,0.14971,0.09738,0.07808,4870,164,95,,,,,,,
206,337,0.29972,0.24568,0.19592,0.1652,0.12973,0.10413,4713,365,72,,,,,,,
122,398,0.35227,0.19618,0.10763,0.08567,0.04638,0.0416,2387,247,171,,,,,,,
44,242,0.46429,0.24817,0.15225,0.11932,0.06881,0.05896,3621,500,123,,,,,,,
214,373,0.32852,0.28396,0.24109,0.21242,0.17747,0.1499,5598,437,49,,,,,,,
84,599,0.44336,0.30538,0.21317,0.18224,0.13283,0.11635,7165,282,62,,,,,,,
95,428,0.3171,0.20147,0.11739,0.09288,0.05385,0.04687,7566,266,152,,,,,,,
216,255,0.17115,0.13809,0.10652,0.08642,0.06469,0.04974,7742,438,151,,,,,,,
171,173,0.27909,0.19189,0.12288,0.09377,0.05618,0.04627,3371,290,156,,,,,,,
219,479,0.22336,0.18702,0.14738,0.11979,0.09053,0.06986,8002,151,109,,,,,,,
197,242,0.43091,0.25244,0.15359,0.11916,0.06873,0.05868,1067,197,123,,,,,,,
40,292,0.66475,0.37031,0.23988,0.16146,0.11798,0.09981,5040,332,74,,,,,,,
226,470,0.15197,0.12238,0.09412,0.07628,0.05706,0.04398,8459,295,168,,,,,,,
112,595,0.24352,0.16043,0.10377,0.08585,0.05741,0.04653,6494,394,145,,,,,,,
178,185,0.26957,0.21601,0.15902,0.12449,0.08528,0.06513,6912,260,112,,,,,,,
241,589,0.22546,0.18831,0.15541,0.13374,0.10935,0.09127,5904,308,77,,,,,,,
89,339,0.76287,0.49433,0.32408,0.22674,0.17852,0.15279,2493,194,52,,,,,,,
95,585,0.38475,0.22041,0.11002,0.0863,0.04139,0.0387,5141,181,177,,,,,,,
97,189,0.28632,0.18574,0.10828,0.08328,0.04638,0.03975,8113,386,177,,,,,,,
44,259,0.8342,0.49105,0.30936,0.20529,0.16898,0.13064,6472,254,58,,,,,,,
40,520,0.39052,0.16972,0.10933,0.09084,0.05673,0.04519,3201,425,150,,,,,,,
56,274,0.39605,0.17099,0.09748,0.07761,0.04099,0.03706,1473,438,194,,,,,,,
210,456,0.22049,0.15099,0.10193,0.08022,0.05503,0.04033,3108,286,170,,,,,,,
42,472,0.55357,0.22674,0.14026,0.11466,0.06694,0.05945,1099,298,125,,,,,,,
111,348,0.26217,0.1764,0.10616,0.08216,0.04777,0.03633,8205,291,175,,,,,,,
234,351,0.20824,0.15517,0.11168,0.08745,0.06138,0.0451,4102,222,159,,,,,,,
214,186,0.15543,0.122,0.08985,0.07029,0.0498,0.03662,7997,314,200,,,,,,,
102,483,0.27329,0.1715,0.11318,0.09405,0.06338,0.05104,4721,460,136,,,,,,,
96,331,0.53685,0.41926,0.32116,0.27054,0.20357,0.171,6114,426,45,,,,,,,
190,312,0.27085,0.23282,0.19187,0.16459,0.13259,0.1083,8424,482,70,,,,,,,
129,342,0.337,0.23892,0.15733,0.1239,0.07927,0.06606,5033,272,111,,,,,,,
161,218,0.27368,0.19858,0.12763,0.09561,0.05626,0.04556,5408,166,157,,,,,,,
43,542,0.44138,0.17349,0.08784,0.07395,0.03658,0.03552,7779,267,199,,,,,,,
220,351,0.2019,0.1653,0.1285,0.10439,0.0785,0.06056,7298,242,124,,,,,,,
201,346,0.28051,0.2283,0.181,0.15249,0.11945,0.09579,4935,401,78,,,,,,,
146,491,0.23398,0.14251,0.09329,0.07689,0.05409,0.04086,2708,476,169,,,,,,,
235,591,0.1473,0.1132,0.08714,0.07284,0.0564,0.0453,5988,461,156,,,,,,,
153,330,0.73009,0.61357,0.48453,0.40453,0.30768,0.25576,4067,163,30,,,,,,,
91,469,0.41928,0.23846,0.13761,0.11205,0.06587,0.05829,3636,244,124,,,,,,,
207,209,0.24267,0.19987,0.15446,0.12412,0.09212,0.07008,6979,247,108,,,,,,,
244,465,0.33505,0.30419,0.27462,0.2446,0.21686,0.19317,7187,479,34,,,,,,,
206,246,0.16283,0.12784,0.09401,0.07381,0.05249,0.03879,8009,319,188,,,,,,,
85,244,0.32366,0.20359,0.12455,0.0977,0.05793,0.04914,6431,463,147,,,,,,,
109,289,0.35197,0.17714,0.10155,0.08097,0.04479,0.03971,1546,374,182,,,,,,,
226,242,0.16103,0.12391,0.09155,0.07243,0.05197,0.03873,6239,364,189,,,,,,,
250,231,0.17813,0.12552,0.09086,0.07233,0.05159,0.0385,3344,483,188,,,,,,,
119,428,0.30095,0.18958,0.10443,0.07998,0.04181,0.03688,5225,209,188,,,,,,,
53,574,0.33678,0.15928,0.09219,0.07751,0.04605,0.03688,8075,371,174,,,,,,,
222,291,0.24447,0.17716,0.13072,0.1061,0.0779,0.05955,2857,439,123,,,,,,,
61,311,0.52605,0.24995,0.14019,0.11299,0.06121,0.05517,2948,266,130,,,,,,,
78,292,0.47404,0.30595,0.19802,0.15779,0.09988,0.08389,5199,349,88,,,,,,,
202,172,0.2563,0.21441,0.16648,0.1331,0.09841,0.07437,8037,159,103,,,,,,,
238,283,0.2949,0.25296,0.2126,0.18475,0.15117,0.12492,5408,422,61,,,,,,,
220,356,0.20169,0.16544,0.12904,0.10519,0.07946,0.06155,7350,251,122,,,,,,,
157,388,0.33355,0.25896,0.19204,0.15774,0.11427,0.09183,4888,313,79,,,,,,,
68,405,0.46146,0.23984,0.11698,0.09502,0.04601,0.04378,6837,189,158,,,,,,,
241,298,0.22186,0.13249,0.08845,0.07019,0.04774,0.0348,1739,425,198,,,,,,,
64,554,0.69534,0.27571,0.13806,0.07942,0.07916,0.05924,1668,163,129,,,,,,,
118,575,0.54661,0.40323,0.30757,0.26826,0.20982,0.18452,2971,275,39,,,,,,,
247,559,0.24904,0.21665,0.18439,0.16067,0.13387,0.11293,7206,243,63,,,,,,,
142,383,0.38647,0.2364,0.13699,0.10697,0.0602,0.05238,2266,197,136,,,,,,,
172,488,0.1703,0.12729,0.08961,0.07162,0.05115,0.0386,7598,395,181,,,,,,,
211,582,0.29766,0.26031,0.22321,0.19557,0.16636,0.14358,7234,337,47,,,,,,,
111,542,0.37159,0.23897,0.15073,0.12344,0.07985,0.06934,4006,258,105,,,,,,,
249,352,0.30575,0.24764,0.19762,0.16544,0.12903,0.10285,3582,228,73,,,,,,,
156,513,0.25811,0.13897,0.0893,0.07404,0.05137,0.03856,1540,471,178,,,,,,,
179,580,0.43625,0.36467,0.28969,0.24422,0.1894,0.1611,5058,163,45,,,,,,,
230,245,0.44275,0.32332,0.23551,0.18769,0.12957,0.10567,1661,196,72,,,,,,,
69,322,0.31304,0.17785,0.10608,0.08499,0.05002,0.03867,7460,442,167,,,,,,,
197,261,0.4557,0.38631,0.31174,0.26121,0.20097,0.16616,4447,245,47,,,,,,,
243,565,0.12871,0.09828,0.07485,0.06174,0.04692,0.03702,6589,462,193,,,,,,,
227,164,0.25762,0.21851,0.1764,0.14598,0.11291,0.08858,6849,303,88,,,,,,,
87,510,0.49245,0.31481,0.19023,0.15401,0.09503,0.08276,5785,188,87,,,,,,,
244,189,0.3578,0.26464,0.19179,0.15038,0.10166,0.08174,2165,163,93,,,,,,,
133,194,0.42215,0.33027,0.23778,0.18688,0.12684,0.10216,5648,388,74,,,,,,,
215,554,0.21998,0.13435,0.09016,0.07376,0.05225,0.03972,2007,399,173,,,,,,,
189,223,0.2344,0.17516,0.12539,0.0989,0.06696,0.05164,4415,438,139,,,,,,,
176,550,0.24659,0.19807,0.15339,0.12934,0.10141,0.08225,6668,350,86,,,,,,,
245,536,0.30014,0.18769,0.13034,0.10673,0.07321,0.05898,1412,276,118,,,,,,,
109,320,0.34148,0.21476,0.12111,0.09387,0.05114,0.04471,5157,224,157,,,,,,,
78,459,0.37294,0.22728,0.14946,0.12416,0.08305,0.07154,5322,376,104,,,,,,,
75,337,0.35141,0.20413,0.12688,0.10202,0.06255,0.05362,5095,421,137,,,,,,,
186,438,0.24443,0.14932,0.10237,0.08439,0.06056,0.04621,1868,489,153,,,,,,,
160,155,0.48889,0.41287,0.32295,0.26124,0.19156,0.15414,5953,392,51,,,,,,,
63,197,0.51515,0.29617,0.17269,0.10778,0.07529,0.06525,4648,376,109,,,,,,,
155,445,0.29321,0.23584,0.18414,0.15686,0.12392,0.10078,6404,428,72,,,,,,,
233,259,0.33413,0.27591,0.22059,0.18345,0.13942,0.11228,4025,246,68,,,,,,,
123,172,0.46439,0.3145,0.19615,0.15048,0.0888,0.07398,3102,285,97,,,,,,,
196,280,0.23874,0.18222,0.13454,0.10822,0.07898,0.05994,4471,410,122,,,,,,,
144,210,0.62896,0.43882,0.29047,0.19715,0.14204,0.11677,1800,207,63,,,,,,,
64,424,0.38267,0.1843,0.09859,0.08098,0.04335,0.03985,5489,295,179,,,,,,,
150,249,0.35038,0.23527,0.15807,0.12475,0.08049,0.0666,2305,411,112,,,,,,,
249,283,0.27521,0.21601,0.17231,0.14543,0.11396,0.09123,3092,456,83,,,,,,,
147,218,0.25318,0.18237,0.1232,0.09591,0.06152,0.04691,5145,475,147,,,,,,,
63,173,0.50701,0.30258,0.17992,0.11286,0.07851,0.06718,4274,487,106,,,,,,,
52,500,0.60849,0.26424,0.11984,0.06502,0.04467,0.04957,6290,159,152,,,,,,,
55,412,0.41509,0.19874,0.11608,0.09499,0.05475,0.0488,5076,331,149,,,,,,,
42,372,0.54933,0.30616,0.21098,0.17165,0.11372,0.09597,3800,397,79,,,,,,,
227,433,0.22975,0.18329,0.14752,0.12683,0.10193,0.08385,4393,478,87,,,,,,,
62,197,0.48471,0.23662,0.13134,0.10377,0.0543,0.04895,2092,384,145,,,,,,,
49,342,0.4632,0.19805,0.09379,0.07826,0.03604,0.03574,8190,229,194,,,,,,,
238,319,0.42888,0.33313,0.27359,0.23861,0.19092,0.16047,1713,479,47,,,,,,,
224,372,0.38523,0.2189,0.13163,0.10178,0.05759,0.04951,1036,174,145,,,,,,,
91,386,0.47424,0.32904,0.24478,0.20621,0.15164,0.12822,3070,456,60,,,,,,,
118,151,0.46323,0.26104,0.14958,0.11607,0.06297,0.05506,1394,364,129,,,,,,,
71,237,0.65386,0.41725,0.2804,0.19204,0.13958,0.11494,1793,435,65,,,,,,,
212,290,0.30411,0.19744,0.13585,0.10838,0.07173,0.05591,1673,356,126,,,,,,,
94,366,0.27659,0.17378,0.10765,0.08635,0.05334,0.04155,6611,421,160,,,,,,,
171,370,0.20579,0.14387,0.09458,0.07363,0.04936,0.03551,4872,332,190,,,,,,,
110,509,0.30024,0.17766,0.09846,0.07836,0.04338,0.03872,4483,265,183,,,,,,,
182,451,0.19162,0.14816,0.10284,0.07743,0.05123,0.0356,8451,174,196,,,,,,,
82,557,0.36775,0.23886,0.17517,0.15218,0.11448,0.09617,4458,462,74,,,,,,,
90,395,0.34174,0.185,0.10737,0.087,0.05052,0.04456,3379,341,163,,,,,,,
160,511,0.18253,0.13584,0.09785,0.08072,0.06008,0.04698,7092,491,150,,,,,,,
43,273,0.82728,0.48448,0.30156,0.19965,0.16552,0.12808,8309,232,59,,,,,,,
225,371,0.51867,0.44141,0.36483,0.3134,0.24967,0.21121,3238,169,36,,,,,,,
205,459,0.27502,0.1404,0.08617,0.06963,0.04196,0.03298,1143,367,200,,,,,,,
93,203,0.29888,0.17877,0.10363,0.08084,0.04511,0.03907,4942,473,182,,,,,,,
56,328,0.4385,0.22475,0.13932,0.11162,0.06646,0.05741,3368,396,128,,,,,,,
147,259,0.54999,0.42283,0.29645,0.20862,0.15313,0.124,3707,153,60,,,,,,,
141,263,0.25089,0.15881,0.10066,0.07909,0.0484,0.03711,3109,488,180,,,,,,,
125,427,0.30162,0.14447,0.09092,0.07429,0.04566,0.03592,1096,494,188,,,,,,,
158,253,0.30888,0.17955,0.09909,0.07641,0.03987,0.03538,2137,225,198,,,,,,,
137,413,0.5355,0.44579,0.35471,0.30343,0.23741,0.20233,5786,263,37,,,,,,,
169,268,0.25403,0.20194,0.14881,0.11814,0.08229,0.06387,7270,322,114,,,,,,,
209,584,0.20249,0.15449,0.11441,0.09337,0.0696,0.05425,5093,304,130,,,,,,,
55,482,0.36573,0.16524,0.1064,0.08759,0.05447,0.04305,1819,459,158,,,,,,,
53,562,0.69276,0.42146,0.309,0.26861,0.20078,0.17589,4587,266,42,,,,,,,
63,472,0.53408,0.32226,0.22387,0.18873,0.1323,0.11388,4428,319,66,,,,,,,
131,276,0.57874,0.4908,0.39741,0.33911,0.2655,0.2227,5942,437,35,,,,,,,
110,363,0.27404,0.17042,0.10425,0.08319,0.05052,0.0392,4690,390,168,,,,,,,
191,205,0.23441,0.16482,0.10746,0.08149,0.04915,0.03662,3922,227,181,,,,,,,
213,219,0.34805,0.21944,0.14358,0.11182,0.06921,0.05752,1423,272,128,,,,,,,
148,472,0.2421,0.17672,0.11841,0.09307,0.06036,0.04688,6588,274,145,,,,,,,
191,465,0.28572,0.18814,0.12387,0.09849,0.06338,0.04962,2295,263,137,,,,,,,
125,283,0.30029,0.19122,0.10591,0.0804,0.04171,0.03656,4943,200,189,,,,,,,
73,464,0.62647,0.33793,0.20056,0.13393,0.0997,0.08797,2917,194,83,,,,,,,
48,265,0.64788,0.40085,0.2635,0.18032,0.13211,0.11042,6789,361,67,,,,,,,
174,281,0.21598,0.1658,0.11637,0.08997,0.05894,0.04469,7224,258,157,,,,,,,
97,523,0.37354,0.2747,0.20196,0.17292,0.13,0.10859,7559,376,65,,,,,,,
199,288,0.23948,0.17424,0.12499,0.09993,0.07155,0.0537,3491,409,134,,,,,,,
149,210,0.3189,0.19567,0.10532,0.07942,0.03923,0.03495,3001,156,196,,,,,,,
221,217,0.18542,0.13454,0.09641,0.07609,0.05369,0.03969,4070,484,181,,,,,,,
205,286,0.18398,0.13651,0.09722,0.07656,0.05388,0.03981,5151,380,179,,,,,,,
221,589,0.33328,0.21209,0.15191,0.12816,0.09273,0.07682,1351,308,91,,,,,,,
243,386,0.30008,0.24226,0.19471,0.16527,0.13096,0.10606,3529,290,70,,,,,,,
136,380,0.53428,0.3594,0.26678,0.22382,0.16342,0.13793,1234,372,56,,,,,,,
237,426,0.36593,0.26292,0.19804,0.16525,0.12196,0.09948,1716,264,73,,,,,,,
147,161,0.27856,0.18191,0.11124,0.08516,0.04912,0.04129,3374,388,173,,,,,,,
179,335,0.34172,0.20051,0.11837,0.09213,0.05209,0.04508,1556,224,159,,,,,,,
105,430,0.33561,0.23609,0.15822,0.12848,0.08623,0.07304,7056,320,101,,,,,,,
241,409,0.19989,0.17114,0.1443,0.12602,0.10426,0.08735,7770,470,84,,,,,,,
73,504,0.36183,0.18704,0.128,0.10709,0.07237,0.05825,1724,484,122,,,,,,,
180,560,0.33293,0.22473,0.14148,0.10862,0.06478,0.05426,2588,166,132,,,,,,,
160,556,0.25799,0.19383,0.14394,0.12156,0.0938,0.07556,4885,396,93,,,,,,,
105,316,0.39266,0.20663,0.12694,0.10136,0.0601,0.05186,1368,389,142,,,,,,,
60,321,0.45998,0.26958,0.18238,0.14627,0.09482,0.07939,2843,481,95,,,,,,,
219,448,0.18375,0.12935,0.08906,0.06987,0.04822,0.03535,3957,309,196,,,,,,,
230,509,0.17914,0.13967,0.10951,0.09273,0.07301,0.05928,5197,467,121,,,,,,,
229,182,0.2163,0.16916,0.12711,0.10108,0.07337,0.05502,4885,324,135,,,,,,,
206,211,0.17646,0.14182,0.10753,0.08589,0.06291,0.0475,8075,413,157,,,,,,,
96,521,0.41067,0.21652,0.11582,0.0945,0.0513,0.04692,2846,227,152,,,,,,,
87,290,0.38444,0.23492,0.12179,0.09395,0.04632,0.04215,8177,174,162,,,,,,,
218,440,0.25977,0.21947,0.18426,0.16175,0.13479,0.11403,5696,494,63,,,,,,,
158,593,0.33738,0.24854,0.19055,0.16551,0.12942,0.11046,2964,392,63,,,,,,,
168,336,0.28956,0.2101,0.14223,0.111,0.07166,0.0589,4126,245,125,,,,,,,
41,399,0.41609,0.1831,0.11494,0.09256,0.05449,0.04754,1699,435,156,,,,,,,
55,331,0.36814,0.18671,0.1134,0.09108,0.05343,0.04653,4923,443,157,,,,,,,
88,279,0.33484,0.20483,0.11181,0.08716,0.04618,0.04099,7980,252,170,,,,,,,
119,496,0.32791,0.1691,0.09917,0.08138,0.04823,0.03807,1728,339,171,,,,,,,
247,381,0.37413,0.22092,0.13932,0.10776,0.06379,0.05378,1070,166,135,,,,,,,
153,577,0.36515,0.29003,0.23408,0.20554,0.1708,0.14565,4098,417,47,,,,,,,
45,250,0.96671,0.68282,0.49469,0.36328,0.28419,0.23523,5819,383,34,,,,,,,
185,389,0.2196,0.14292,0.09713,0.07852,0.0553,0.04146,2691,469,169,,,,,,,
69,294,0.80231,0.5652,0.39953,0.29286,0.22326,0.18516,4808,284,41,,,,,,,
128,237,0.53519,0.45071,0.35072,0.28662,0.21193,0.17275,8364,312,45,,,,,,,
99,509,0.48705,0.32206,0.20346,0.16549,0.10656,0.09197,4599,196,79,,,,,,,
193,522,0.23133,0.19207,0.15071,0.12485,0.0964,0.07654,8350,250,95,,,,,,,
197,437,0.24957,0.18071,0.12591,0.09975,0.0668,0.05212,3648,258,134,,,,,,,
219,556,0.34125,0.24385,0.19695,0.17415,0.14423,0.12264,1602,484,57,,,,,,,
130,515,0.23206,0.15894,0.09633,0.07386,0.04277,0.03242,7449,257,195,,,,,,,
125,186,0.75478,0.54098,0.3761,0.2639,0.19315,0.1567,1543,341,48,,,,,,,
169,301,0.21919,0.14144,0.09051,0.071,0.04382,0.03367,3188,424,199,,,,,,,
40,466,0.71754,0.45472,0.35433,0.30498,0.23192,0.19836,2664,381,39,,,,,,,
57,189,1.32031,0.90712,0.59485,0.40111,0.31591,0.24424,4304,228,31,,,,,,,
122,283,0.35689,0.25504,0.159,0.12037,0.07023,0.05813,6769,173,122,,,,,,,
138,504,0.24627,0.16616,0.10157,0.07872,0.04653,0.03562,5597,261,180,,,,,,,
182,368,0.27146,0.19187,0.13427,0.10805,0.07364,0.05807,3083,348,122,,,,,,,
85,403,0.41175,0.25987,0.14788,0.11645,0.06559,0.05741,7826,202,123,,,,,,,
101,334,0.41041,0.25995,0.15032,0.11757,0.06649,0.05766,4951,210,123,,,,,,,
212,196,0.16657,0.13004,0.096,0.07559,0.05399,0.04002,7107,387,183,,,,,,,
124,440,0.36667,0.29427,0.22812,0.19471,0.15013,0.125,7681,394,58,,,,,,,
207,189,0.28797,0.1713,0.10419,0.0801,0.04567,0.03443,1622,268,185,,,,,,,
167,538,0.41981,0.28054,0.20349,0.1734,0.12782,0.11083,1526,302,67,,,,,,,
145,411,0.23106,0.1766,0.12716,0.10325,0.07557,0.05798,7957,404,123,,,,,,,
179,451,0.27726,0.22072,0.17,0.14253,0.11044,0.0884,5353,348,82,,,,,,,
207,233,0.31037,0.224,0.15434,0.11943,0.07699,0.06236,2774,204,119,,,,,,,
96,492,0.29203,0.17343,0.11668,0.09784,0.0669,0.05414,3352,495,130,,,,,,,
219,259,0.20751,0.16359,0.12482,0.10118,0.07534,0.05782,5356,410,129,,,,,,,
168,379,0.29411,0.1735,0.10965,0.08782,0.05458,0.04259,1725,353,158,,,,,,,
165,450,0.28436,0.23641,0.19179,0.16632,0.13551,0.11281,7102,487,64,,,,,,,
249,323,0.16092,0.12581,0.09705,0.07932,0.05975,0.04633,5778,393,161,,,,,,,
180,504,0.36635,0.23023,0.14936,0.12054,0.07785,0.06678,1608,234,110,,,,,,,
42,479,0.4603,0.27202,0.19937,0.16995,0.12368,0.10652,7903,455,71,,,,,,,
79,318,0.59304,0.42033,0.31206,0.25801,0.18617,0.15495,3195,450,50,,,,,,,
42,181,0.74876,0.43428,0.25496,0.15911,0.13115,0.10077,7998,333,74,,,,,,,
245,401,0.34295,0.29358,0.24782,0.21653,0.1792,0.1501,4438,272,49,,,,,,,
63,594,0.36618,0.19061,0.12885,0.11018,0.07592,0.06238,3440,428,112,,,,,,,
120,251,0.34058,0.21525,0.11451,0.0861,0.04199,0.03753,4986,150,181,,,,,,,
183,200,0.79231,0.64841,0.50794,0.39536,0.31001,0.25309,2006,244,31,,,,,,,
157,230,0.2302,0.18115,0.13184,0.10414,0.07158,0.05526,8360,459,131,,,,,,,
247,428,0.1778,0.13932,0.10544,0.08417,0.06152,0.04642,5666,216,160,,,,,,,
45,492,0.58201,0.25298,0.15506,0.1284,0.07677,0.0684,2849,260,108,,,,,,,
76,445,0.36528,0.19432,0.12752,0.10516,0.06828,0.05423,2381,440,128,,,,,,,
217,164,0.5106,0.36778,0.27398,0.21965,0.15411,0.12511,1213,466,62,,,,,,,
59,351,0.43591,0.22687,0.13,0.10515,0.05963,0.05289,6286,302,136,,,,,,,
47,565,0.60914,0.38473,0.3081,0.27259,0.2159,0.18876,2120,428,40,,,,,,,
181,313,0.25755,0.20968,0.15587,0.12191,0.08393,0.06397,8215,153,115,,,,,,,
242,370,0.30873,0.26803,0.22692,0.19782,0.16316,0.1359,5827,262,55,,,,,,,
200,291,0.52573,0.46164,0.39179,0.34345,0.28112,0.23714,4637,317,32,,,,,,,
193,258,0.45191,0.3964,0.32974,0.28178,0.22357,0.18394,6425,246,42,,,,,,,
47,201,0.46962,0.20226,0.10969,0.08706,0.04345,0.04028,1077,434,176,,,,,,,
107,170,0.34027,0.20309,0.10835,0.08394,0.0428,0.03847,4518,244,180,,,,,,,
194,343,0.38066,0.33264,0.27765,0.23956,0.19239,0.16045,7055,271,47,,,,,,,
58,511,0.7702,0.33318,0.20264,0.13362,0.10002,0.09316,1122,191,83,,,,,,,
75,255,0.46667,0.25995,0.1456,0.11546,0.06314,0.05589,4356,275,127,,,,,,,
67,287,0.45458,0.21811,0.10316,0.08469,0.03929,0.03838,5429,206,180,,,,,,,
175,287,0.48328,0.40368,0.32027,0.26726,0.20335,0.16843,4398,267,46,,,,,,,
152,457,0.4763,0.31914,0.20624,0.16441,0.105,0.08916,2056,172,82,,,,,,,
80,587,0.56388,0.28053,0.15259,0.0968,0.07125,0.06539,2427,185,110,,,,,,,
154,474,0.28128,0.2093,0.15098,0.12464,0.08939,0.07244,4802,347,98,,,,,,,
220,600,0.20507,0.13879,0.09186,0.07116,0.0475,0.03407,3169,254,197,,,,,,,
110,461,0.59207,0.36428,0.22963,0.15926,0.12011,0.10376,1950,187,71,,,,,,,
166,191,0.33268,0.26592,0.19306,0.14998,0.10104,0.08037,6452,193,94,,,,,,,
158,289,0.21866,0.14959,0.09848,0.07725,0.04896,0.03764,4342,443,181,,,,,,,
105,545,0.36904,0.19777,0.13947,0.11872,0.08379,0.06861,1122,474,105,,,,,,,
170,163,0.46447,0.40112,0.32359,0.2677,0.20348,0.16564,6728,415,48,,,,,,,
64,566,0.66594,0.44382,0.35564,0.31626,0.25384,0.22374,2244,367,33,,,,,,,
153,371,0.27654,0.20056,0.13933,0.11184,0.07587,0.05971,4536,350,118,,,,,,,
158,457,0.2584,0.17992,0.11294,0.08604,0.05079,0.0382,4786,211,169,,,,,,,
225,452,0.21061,0.16009,0.11568,0.09039,0.06348,0.0466,4719,196,154,,,,,,,
194,468,0.20172,0.13727,0.09069,0.07116,0.04818,0.03505,3705,319,193,,,,,,,
226,310,0.30803,0.16997,0.11311,0.0909,0.05826,0.04556,1044,408,152,,,,,,,
119,364,0.42341,0.31772,0.21856,0.17353,0.11592,0.09598,6407,218,77,,,,,,,
133,491,0.36713,0.21137,0.1478,0.12463,0.08743,0.07115,1230,433,101,,,,,,,
